,label,tweet_text
474,injured_or_dead_people,"Adult Porn STD California wine country rocked by 6.0 quake, dozens hurt NAPA Calif. (Reuters) - A 6.0 magn... "
475,other_useful_information, BOEmbrBettyTYee BOE is ready to help affected tax and feepayers affected by the South Napa Earthquake CA_BOE_News 
476,other_useful_information," earthquakesLA A 1.3 magnitude earthquake occurred 1.24mi E of Anaheim, California. Details "
477,not_related_or_irrelevant," UncorkOntario Wed ONWineChat looks at ""Climate/Viticulture/Pests/Challenges, plus  Napa earthquake"". Join the discussion at 10PM ET!"
478,infrastructure_and_utilities_damage, heyyouapp USA ÃÂ» NEWS ÃÂ» 
479,other_useful_information, inquirerdotnet California  governor declares state of emergency after strong earthquake 
480,donation_needs_or_offers_or_volunteering_services, WineSearcher Wine Industry Insight forum to link those needing help and those in the industry wanting to volunteer 
481,other_useful_information,Northern California Quake No Way to Know When Next O... 
482,infrastructure_and_utilities_damage,yare UPDATE 1-California wine country quake losses seen in the billions - Reuters CNNUPDATE 1-California... 
483,infrastructure_and_utilities_damage,Via LATimes Napa quake Tasting room serving several vineyards heavily damaged 
484,infrastructure_and_utilities_damage, LA_Herald Napa Valley earthquake causes a billion dollars in damage and thousands without power   LOS ANGELE... 
485,other_useful_information,"Semi huge earthquake in Northern California , small earthquake in Southern California ...hmm"
486,other_useful_information,"California earthquake reminds vintners, merchants of fragility of NapaÃ¢â¬â¢s success In less than tw... "
487,other_useful_information,How the Napa earthquake affected the sleep of Jawbone UP wearers. 
488,sympathy_and_emotional_support,Sending our thoughts to all in Napa wine region affected by napaquake from friends in adelaidehills SouthAustralia AHWineRegion
489,other_useful_information,8/24 Northern California rocked by strong earthquake; Calif. Gov. Jerry Brown Ã¢â¬Â¦ Ã¢â¬â CBS News 
490,other_useful_information, FabianKeiser The Ring of Fire gets angry? Yesterday Earthquake in Chile (6.6). Today in California (6.0) and now Peru (7.0). 
491,other_useful_information,awake  earthquake risk makes californias diablo canyon a fukushima in waiting 
492,sympathy_and_emotional_support,My thoughts are with my friends &amp; neighbors in Napa napaquake
493,other_useful_information, tomsteinfort BREAKING A major 7.0 earthquake has just struck Peru after a magnitude 6.0 quake hit California earlier today
494,other_useful_information,Interesting usage  ---  Fitness Trackers Quantify SundayÃ¢â¬â¢s Northern California Earthquake 
495,infrastructure_and_utilities_damage,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
496,infrastructure_and_utilities_damage, Independent What the strongest earthquake in 25 years did to one shop in California 
497,other_useful_information,Photos of Napa quake damage. 
498,infrastructure_and_utilities_damage,California winemakers cleaning up after earthquake Ã¢â¬â Fox News 
499,other_useful_information," earthquakesSF A 1.8 magnitude earthquake occurred 4.35mi NW of American Canyon, California. Details "
500,infrastructure_and_utilities_damage,"Napa Quake Aftermath Engineering Expert Blasts Napa, California Building ... - CBS Local "
501,other_useful_information, heyyouapp USA ÃÂ» NEWS ÃÂ» 
502,other_useful_information,"BIGGEST QUAKE IN 25 YEARS SHAKES CALIFORNIA, U.S.A - PROPHECY FULFILLED ... "
503,other_useful_information,"Napa quakes cost to homes, ... "
504,infrastructure_and_utilities_damage,"Earthquake Devastates California, San Francisco BayÃÂ area "
505,other_useful_information, MarketWatch Napa earthquake losses could top $1 billion 
506,other_useful_information, janinebucks Ohio USA Columbus ÃÂ» 
507,injured_or_dead_people,android LG Boy hurt in California quake I should be dead - Washington Post 
508,other_useful_information, msnbc New early-warning system detected Napa earthquake 10 seconds before it happened 
509,donation_needs_or_offers_or_volunteering_services, denversolarguy Napa Wine Industry Quake Help Forum Created (WineReviewBlog) Share With Friends  |  | Science - Environment ... 
510,injured_or_dead_people," Forbes Earthquake in CA on Sunday led to injuries, property damage &amp;...more than a million hours of lost sleep? "
511,caution_and_advice,California governor declares state of emergency after quake 
512,injured_or_dead_people,"Dozens injured, 6 critically, after strong earthquake inÃÂ California "
513,sympathy_and_emotional_support, dev_jac My first thought when reading about the earthquake on California  
514,other_useful_information, RuptlyNewsroom USA CA rattled by destruction of magnitude 6.1 quake Californiaearthquake 
515,other_useful_information,Strong earthquake rocks California 
516,other_useful_information, GabrielleNYC  bgittleson This photo is very California. napa earthquake 
517,not_related_or_irrelevant,"Ã£â¬ÂUSGS alertÃ£â¬â M 2.1, Northern California August 26, 2014 052607 GMT "
518,other_useful_information, MeredithFrost California in one picture. MT vickydnguyen Napa skaters finding upside to quake damage. Photo from Jeremy Carroll 
519,infrastructure_and_utilities_damage, heyyouapp Oregon USA Portland 
520,infrastructure_and_utilities_damage,"Napaquake damage figure for homes, businesses $300 million, per CityofNapa "
521,other_useful_information, globeandmail Earthquake early Sunday prompts state of emergency in California. A look at the aftermath 
522,other_useful_information, NJEmergencyPrep [Emergency Mgmt
523,caution_and_advice, itvnews State of Emergency declared after California earthquake 
524,not_related_or_irrelevant,"Napa earthquake 49ers game on, but ACE and Capital Corridor ... "
525,not_related_or_irrelevant,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
526,other_useful_information,"Ã£â¬ÂUSGS alertÃ£â¬â M 1.0, Northern California August 28, 2014 203715 GMT "
527,infrastructure_and_utilities_damage,WA shares this Earthquake Strikes Napa Valley; Wineries Assess Damage (Wine Spectator) 
528,other_useful_information, janinebucks Texas USA McAllen 
529,injured_or_dead_people," fox12oregon California quake causes injuries, widespread damage. Story "
530,infrastructure_and_utilities_damage,"N. California Earthquake Damage Could Reach $1B Northern California is cleaning up, one day after suffering i... "
531,other_useful_information,BREAKING Northern California rocked by magnitude 6.0 earthquake - Fox News Fox NewsNorthe... 
532,infrastructure_and_utilities_damage,News California Even buildings with seismic retrofits damaged in Napa earthquake City officials in Napa had... 
533,other_useful_information,[ FrancisSantana_
534,other_useful_information, HatefMokhtar Strong earthquake rocks California. - 
535,caution_and_advice, heathermeeker Theres a 99% chance a strong earthquake will happen in California before 2038 
536,other_useful_information, sebroche Oklahoma passed California as the most earthquake-prone state in the country 
537,infrastructure_and_utilities_damage,Inspector Wants CaliforniaÃ¢â¬â¢s Last Nuclear Plant Shut Down over EarthquakeÃÂ Concerns 
538,other_useful_information,korea usa world Northern California earthquake strongest in 25 years         
539,other_useful_information,"California earthquake The Ruins of San Francisco In the spring of 1906, a young Englishman arrives in San Francisco "
540,not_related_or_irrelevant, HistoryInPics Scary Images From The 1989 Earthquake in California 
541,sympathy_and_emotional_support,I really dont understand anyone whos making fun of the earthquake in napa... It was really severe and damaged peoples homes and lives..
542,other_useful_information,Insurance Northern California rocked by magnitude 6.0 earthquake Ã¢â¬â Fox News [link removed
543,other_useful_information, twaimz THERES ANOTHER PREDICTED EAHQUAKE SOON IM GUNNA CRY LIKE CAN I JUST ESCAPE CALIFORNIA WITH A LLAMA
544,other_useful_information,The old napa library earthquake california napaquake 
545,other_useful_information, mandari6 ÃÂ¤ 
546,other_useful_information,"Quake M 2.5, 4km SE of San Fernando, California Tuesday, August 26, 2014 115722 UTCTuesday, August 26, 201... "
547,other_useful_information, _America California shaken by aftershocks while earthquake recovery ongoing 
548,other_useful_information,"USGS reports a M3.1 earthquake 7km NW of The Geysers, California on 8/25/14  171654 UTC "
549,infrastructure_and_utilities_damage, nprnews California Quake Means Big Damage For Napa Valley Wineries 
550,infrastructure_and_utilities_damage,Not the wine! Curse you seismic activity! - Via nprnews California Quake Means Big Damage For Napa Valley Wineries  
551,other_useful_information, ginalimp USA ÃÂ» NEWS ÃÂ» 
552,other_useful_information," Murad72R What Napa Looks Like After the Quake A strong earthquake rocked Northern California early Sunday morning, inj... "
553,other_useful_information,How do Californians respond to earthquakes you ask?....the only way they know how!napaquake 
554,other_useful_information, pscarver How did the Napa earthquake affect sleep? Heres a graph pulled from Jawbone UP wearers 
555,injured_or_dead_people, heyyouapp Colorado USA Colorado Springs ÃÂ» 
556,other_useful_information, Cal_OES Napa Earthquake Victims Urged to Only Hire Licensed Contractors for Repairs | Cal OES Newsroom. 
557,other_useful_information,California Wine Country Hit by Strongest Quake Since 1989 
558,infrastructure_and_utilities_damage,California hit with worst quake in 25 years New images emerge of widespread damage in California. More than 200 people were injured ...
559,infrastructure_and_utilities_damage,"check this out Scores of aftershocks from Napa earthquake felt, more on the way - Los Angeles... "
560,other_useful_information, GLOBALPOLITICAL Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California  Michael Snyder  If you... 
561,other_useful_information,Northern California Quake No Way to Know When Next On... 
562,not_related_or_irrelevant," stocktonbuzz California quake The one before the Big One? Relax. This quake wasnt a sign that the dreaded ""Big One"" is... "
563,other_useful_information, ginalimp Ã¢â¢Â¦ 
564,other_useful_information, CityofNapa Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled classÃ¢â¬Â¦
565,injured_or_dead_people,"120 injured, 3 critical after Napa, California quake "
566,other_useful_information,Etoo to Everton Earthquake Strikes Northern California - ABC News  
567,other_useful_information,Earthquake is Major Test for Hard-Luck California City The historic blue-collar town of Vallejo is a short di... 
568,donation_needs_or_offers_or_volunteering_services,Salvation Army Responding To California Earthquake 
569,other_useful_information, News24lHOT USA ÃÂ» NEWS ÃÂ» 
570,other_useful_information, winecountrydog Napa quake PETS -wandering dog or cat might not be stray or lost! try to find owner B4 taking to animal shelter.
571,infrastructure_and_utilities_damage,Seems as though most Napa wineries were not insured for quake losses. While harvest was least affected many suffered damage to facilities.
572,other_useful_information, janinebucks Georgia USA Macon ÃÂ» 
573,other_useful_information,Serious earthquake has hit California Bay Area.  
574,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
575,other_useful_information, FontanellaWines Help us rebuild and own a piece of history Napa Valley Earthquake Unbreakable wine on sale now! 
576,not_related_or_irrelevant,The Bay Area media is going a little over board with this Napa earthquake. Do we really need updates every 15 minutes?
577,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
578,injured_or_dead_people,"(SuNoviaAqui) Over 120 Injured in Napa Quake NAPA, Calif. (AP) -- The strongest earthquake i... "
579,other_useful_information, TheDailyEdge California has enough fricking earthquakes. It doesnt need fracking earthquakes too 
580,other_useful_information,"I lost my tv,laptop,xbox 360,xbox one, and Elgato during the earthquake I had in Napa,California.. It was a 6.1 earthquake on August 24,2014"
581,infrastructure_and_utilities_damage,"VIDEO- Billions of dollars of wine rocked in California earthquake NAPA VALLEY, Calif. - Napa is one of the n... "
582,other_useful_information,JamesOrtiz19 I heard that there was an earthquake in California.
583,other_useful_information,"Despite risk, most Californians dont have earthquake insurance "
584,infrastructure_and_utilities_damage,.PortofOakland undamaged by Napa Valley earthquake. ports 
585,other_useful_information,"Earthquake rattles nerves, causes extensive damage in Napa area "
586,infrastructure_and_utilities_damage, BBCWorld Earthquake destroys historic buildings and leaves thousands without power in California 
587,other_useful_information,Strong California quake shakes famed wine country - The Seattle Times 
588,infrastructure_and_utilities_damage, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
589,other_useful_information, janinebucks ÃÂ¦ 
590,injured_or_dead_people, ABC7Robert Recovery efforts in Napa continue after a magnitude 6.0 earthquake caused serious damage and injuries. Latest  11 
591,injured_or_dead_people,The San Francisco Earthquake In Wine Country Injured Dozens Of People - ... 
592,other_useful_information, geogabout VIDEO - Northern California earthquake the strongest in 25 years 
593,not_related_or_irrelevant,Napa Earthquake Ã°Å¸ËÂ±Ã°Å¸ËÂ± Please dont take away my wine! Ã°Å¸âÆÃ°Å¸âÆ
594,other_useful_information,Are you and your dog ready for an earthquake? We werent! See our blog for how we dealt with the California earthquake! pets firstaid
595,not_related_or_irrelevant, CBSThisMorning Baby born in area hospital seconds before quake hit California 
596,infrastructure_and_utilities_damage,"Napa Mops Up Wine and Tallies Its Losses The Napa Valley quake wreaked havoc with California wineries, but as... "
597,injured_or_dead_people,breaking napaquake Updated s 172 injuries. Confirmed 6.1 mag. Still some in Napa Cty without power. FOX40
598,not_related_or_irrelevant,6.0 quake hits California Nice front page from .NapaRegister epicenter of the napaquake 
599,injured_or_dead_people,The San Francisco Earthquake In Wine Country Injured Dozens Of People NAPAÃÂ Calif. (Reuters) - A 6.0 magnitude... 
600,injured_or_dead_people, ginalimp ÃÂ¤ USA 
601,infrastructure_and_utilities_damage, BradLuckNBC in Napa skaters finding upside to earthquake damage. Photo from nbcbayarea photog Jeremy Carroll 
602,other_useful_information, Lotti_Luke Californians risk not having earthquake insurance and instead using money for other purchases...siecon4 
603,injured_or_dead_people,"Small aftershock strikes Napa, California; no injuries or damage reported. U.S. Geological Survey says magnitude of quake was 3.9."
604,infrastructure_and_utilities_damage,"Earthquake Napa Valley, California Ã¢â¬â Drone video footage of the damage in Napa ! "
605,other_useful_information,California winemakers cleaning up after quake - Businessweek New York TimesCalifornia winemakers cleaning up ... 
606,not_related_or_irrelevant, Smallotsbigwine The Napa Earthquake Wine Bucket Challenge.
607,injured_or_dead_people, heyyouapp Ã¢â â USA 
608,infrastructure_and_utilities_damage,Pops just sent me a picture of all the wine barrels that spilled during the California earthquake.  Dude really knows how to ruin my day.
609,infrastructure_and_utilities_damage, barryjwallace2 Inspector Wants Californias Last Nuclear Plant Shut Down over Earthquake Concerns 
610,not_related_or_irrelevant,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets 
611,not_related_or_irrelevant,"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake "
612,other_useful_information, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
613,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
614,infrastructure_and_utilities_damage,Napa quake caused $300 million in private property damage 
615,injured_or_dead_people, heyyouapp ÃÂ¦ 
616,infrastructure_and_utilities_damage, CNNMoney Sundays earthquake in California left more than $1B worth of damage--among top 10 costliest 
617,infrastructure_and_utilities_damage, RyanTronier Nearly a billion dollars of wine lost to CaliforniaEarthQuake 
618,other_useful_information, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
619,injured_or_dead_people,"UPDATE 8-Quake rocks California wine country, dozens injured "
620,other_useful_information, Laurel700 August 24 2014 7.0 earthquake Peru + 6.7 in Chile + 6.0 in California + Iceland erupting = major unrest occurring  
621,not_related_or_irrelevant,More napa earthquake FNR 
622,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
623,infrastructure_and_utilities_damage, latimesfood Napa wineries sustain damage from 6.1 magnitude earthquake 
624,sympathy_and_emotional_support,My prayers go to those who got injured! thankful my god daughter is okayÃ°Å¸â¢Â napaearthquake
625,infrastructure_and_utilities_damage,USA ÃÂ» NEWS ÃÂ» HOT NEWS 708 earthquake Napa earthquake Power restored to thousands cleanup continues earthquake... 
626,other_useful_information, News24lHOT USA ÃÂ» NEWS ÃÂ» 
627,other_useful_information, _com Economic losses from California earthquake could top $1 billion 
628,other_useful_information,Strong California quake shakes famed wine country - The Seattle Times CNNMoneyStrong California quake shakes ... 
629,infrastructure_and_utilities_damage,Ã¢â â 
630,other_useful_information,ÃÂ¤ 
631,other_useful_information,"Quake M 3.3 - 9km SSW of San Pedro, California"
632,other_useful_information, kron4news What caused SundayÃ¢â¬â¢s earthquake? -- Answers About California Earthquake 
633,infrastructure_and_utilities_damage,California quake damages historic buildings The strongest quake to hit the Bay Area in 25 year... 
634,other_useful_information,wtf the news said it wasnt an aftershock of Sunday. It was just another earthquake Ã°Å¸ËÂ like wth CA is about to fall of into the ocean.
635,other_useful_information,[Olle_Jeffry 
636,injured_or_dead_people,(Yeremiito21) Boy Hurt in California Quake I Should Be Dead Boy badly hurt by bricks in Ca... 
637,displaced_people_and_evacuations, abc7newsBayArea WATCH LIVE vicleeabc7 reports some 83 people are at the quake evacuation shelter in Napa. 
638,other_useful_information,No Pinoys hurt in California quake Ã¢â¬âDFA 
639,sympathy_and_emotional_support, pjthompson29 Ã¢â¬ÅCellarPass Our hearts are broken seeing the damage trefethenfamily in Napa. napaquake napaearthquake  Trefethen neeÃ¢â¬Â¦
640,other_useful_information, berge31 Mashable Readers Describe the Napa Earthquake 
641,not_related_or_irrelevant,WeAreBlessed as nation everytime a earthquake or big storm wipes out liberals &amp; their homes in California  tcot pjnet uniteblue
642,other_useful_information, ddiamond The California quake cost Bay Area residents 2 million hours of sleepÃ¢â¬âat least 
643,other_useful_information,State of Emergency After Northern California Shaken by Biggest Earthquake in 25 Years - ABC News 
644,other_useful_information,Earthquake Warning Systems Exist. But California Wont Pay for One. 
645,other_useful_information,California earthquake Bay area picks up pieces after strongest quake in 25 years EditorÃ¢â¬â¢s note Are youÃ¢â¬Â¦ 
646,not_related_or_irrelevant, fyeahCalifornia Only in California does earthquake damage = skatepark. (photo by Jeremy Carroll) 
647,infrastructure_and_utilities_damage," KTVU Napa city officials say despite quake damage, theyre still open for business this Labor Day weekend "
648,other_useful_information,
649,infrastructure_and_utilities_damage," WillKane Enormous pile of furniture, electronics damaged by quake left in Napa High School parking lot. "
650,sympathy_and_emotional_support, smxleclifford ive just heard about the north california earthquake. I hope you all are okay &lt;3
651,injured_or_dead_people,Hospital treating 6 critically injured in South Napa Quake 
652,other_useful_information,"What Napa Looks Like After the Quake A strong earthquake rocked Northern California early Sunday morning, inj... "
653,infrastructure_and_utilities_damage, LucyWeather US quake damage  Ã¢â¬Åmarynmck rock on.  AlexJamesFitz the most California thing 
654,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake  |  TechCrunch 
655,injured_or_dead_people, KCBSNews LATEST s Over 200 people with injuries flooded Napas ER following earthquake --  
656,caution_and_advice, mercnews Napa earthquake UC-Berkeley ShakeAlert system gave 10 second warning of light shaking 
657,sympathy_and_emotional_support, JohnnyGWeir Safely enjoying Northern California. My prayers and thoughts are with everyone affected by this mornings earthquake.
658,infrastructure_and_utilities_damage,"Residents, businesses accessing damage by magnitude-6.0 Napa earthquake -  NAPA From Napa to American Canyon to... "
659,other_useful_information,Winemakers mop up after Napa earthquake - SFGate 
660,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
661,other_useful_information,CALIFORNIA Expert Calls For Diablo Canyon Nuclear Plant ClosureÃ¢â¬âvulnerable to earthquake. 
662,donation_needs_or_offers_or_volunteering_services,Fitness Trackers Help Quantify Californias Quake 
663,sympathy_and_emotional_support,napaquake Our thoughts go out to the residents of Napa and surroundings at time when neighbors matter most linkAgesTB
664,other_useful_information,Earthquake Strikes Northern California Ã¢â¬â ABCÃÂ News 
665,other_useful_information,Speed Light &gt; Speed Sound...  Californias early warning system beat Napa earthquake by 10 seconds 
666,other_useful_information,Some key figures on how Napa  Earthquake stacks up against other major California tremblors  
667,other_useful_information,Tech taking over - Data Shows How Many Woke Up During the Napa Earthquake 
668,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
669,infrastructure_and_utilities_damage,"CNBC Tech failure In Napa quake, power surges led to PC damage "
670,other_useful_information, WSJpersfinance Interest in earthquake insurance is likely to spike after the California earthquake 
671,infrastructure_and_utilities_damage,"SRJC, Sonoma County schools report little damage from quake "
672,not_related_or_irrelevant,Strong Earthquake Shakes Northern California - Wall Street Journal 
673,other_useful_information,"Caltech-based seismologist says Napa earthquake damage predictable,... "
674,infrastructure_and_utilities_damage,"(LosDelSonido) N. California Earthquake Damage Could Reach $1B Northern California is cleaning up, one day after suff...  (IvanBerroa)"
675,infrastructure_and_utilities_damage,Check out Earthquake Causes Damage In The Bay Area on Banjo 
676,infrastructure_and_utilities_damage,"Napa Valley earthquake damage bad but not catastrophic, businesses say "
677,other_useful_information,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
678,other_useful_information,Listage Best Food Cinema Gems; Costly Napa Earthquake 
679,infrastructure_and_utilities_damage, DC_Sarah_DAPs Napa region wading in wine damage from quake WineWednesday - 
680,sympathy_and_emotional_support,Thoughts go out to the Napa Valley residents who were affected by earthquake.Im sure this adds to the tribulations of living in wine country
681,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
682,other_useful_information,California hit with worst quake in 25 years
683,sympathy_and_emotional_support,Our heartfelt wishes are for the people in California that   experienced the earthquake. Creatively Yours Custom... 
684,displaced_people_and_evacuations,"Napa earthquake Residents, many of them seniors, flee from devastating mobile home fire An intense blaze burned... "
685,other_useful_information, janinebucks California USA Oakland ÃÂ» 
686,infrastructure_and_utilities_damage, adamhousley Napa Historic Courthouse....very serious damage. earthquake 
687,not_related_or_irrelevant,Boy Hurt in California Quake I Should Be Dead Boy badly hurt by bricks in California quake says lucky to b... 
688,other_useful_information," weknowwhatsbest Immediately after vacation, the First Couple will spend a few nights in Wine Country California to inspect any possiblÃ¢â¬Â¦"
689,other_useful_information, BBCWorld California begins clear-up work after Sundays quake in San Francisco Bay area 
690,other_useful_information,Ã¢â â USA 
691,other_useful_information, stowns57 Will Napa earthquake shake loose more funding for states early warning system? 
692,not_related_or_irrelevant," mark_tarello YIKES! Before &amp; after the earthquake this weekend in Napa, California. Photo Carlos Gonzalez. Earthquake "
693,other_useful_information," laura_nelson Oh, California - this, via vickydnguyen Skaters find upside to napaquake. Photo from nbcbayareas Jeremy Carroll "
694,not_related_or_irrelevant, MarcBodnick What was the Napa earthquake like? 
695,other_useful_information," KalebNation That wasnÃ¢â¬â¢t an earthquake, California, that was God rolling out the red carpet for Beyonce. VMAs"
696,caution_and_advice,RafiSwagger Renewed Calls for Early-Warning System After Quake California quake leads to renewe... 
697,other_useful_information, rightnowio_feed YIKES! Before &amp; after the earthquake this weekend in Na... 
698,other_useful_information,Ã¢â¢Â¦  443  earthquake  Ã¢â¢Â¦ earthquake  Ã¢â¢Â¦ Northern California braces for aftershocks after magnitudÃ¢â¬Â¦ ... 
699,infrastructure_and_utilities_damage,Napa Valley Vintners Still Assessing Damage From Earthquake 
700,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
701,infrastructure_and_utilities_damage, heyyouapp Washington USA Tacoma 
702,other_useful_information,"News Update!! Napa, CA Latest information on Napa, California Earthquake. Earthquake NapaCA "
703,other_useful_information,QUAKE HITS CALIFORNIA State of emergency issued as officials weigh damage PHOTOS Magnitude 6.0 earthquake st... 
704,other_useful_information,"Renewed calls for early-warning system after quake SAN FRANCISCO (AP) Ã¢â¬â In the coming years, Californians cou... "
705,infrastructure_and_utilities_damage,Napa Mops Up Wine and Tallies Its Losses After Quake The Napa Valley quake wreaked havoc with California wine... 
706,donation_needs_or_offers_or_volunteering_services,drinknapa and help our neighbors who lost so much !   
707,other_useful_information," setla Earthquake M5.7 American Canyon, California via quakefeed"
708,infrastructure_and_utilities_damage, fyeahCalifornia Only in California does earthquake damage = skatepark. (photo by Jeremy Carroll) 
709,other_useful_information,"6.0 Earthquake, 6km NW of American Canyon California "
710,infrastructure_and_utilities_damage,VIDEO Thousands of dollars in wine lost in Napa earthquake Winemakers in Napa Valley woke up to thousands of... 
711,other_useful_information,6.0-magnitude earthquake hits Northern California 
712,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
713,other_useful_information, janinebucks USA ÃÂ» NEWS ÃÂ» 
714,other_useful_information,By the Numbers Napa Earthquakes Impact 
715,other_useful_information,earthquake in california today (
716,not_related_or_irrelevant,Skaters in California turn quake-damaged road into skate ramp 
717,other_useful_information,"California earthquake, magnitude 6.0, shakes thousands awake "
718,other_useful_information,"Earthquake in California Napa shaken, Bay Area stirred "
719,injured_or_dead_people," SFGate  EvanSernoffsky Boy, injured from falling chimney in napaquake, upgraded to serious condition at UC Davis. "
720,injured_or_dead_people,Sorry to hear that you suffered damage in the napaquake SilverOak . Glad no one was hurt.
721,donation_needs_or_offers_or_volunteering_services, RAIDERS Former Raiders LB kirkmorrison encourages you to help with Napa earthquake relief. 
722,other_useful_information,(klk_jesusfresz) California Winemakers Cleaning up After Quake Earthquake strikes at heart of California wine count...  (LosDelSonido)
723,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake 
724,other_useful_information," latimes Scores of aftershocks from Napa earthquake felt, more on the way "
725,sympathy_and_emotional_support,I just heard about the earthquake in California I hope everyones safe and sound over there
726,injured_or_dead_people,Over 85 Injured in 6.0 BayArea Earthquake California 85Hurt GLV 
727,infrastructure_and_utilities_damage,California begins quake clear-up Workers assess damage and begin to clear up after a 6.0 magnitude quake hits... 
728,other_useful_information,USA ÃÂ» NEWS ÃÂ» 
729,not_related_or_irrelevant,"AlexisDelChiaro what beautiful cabin,courous did u see any of the NapaQuake damage on the way to tahoe?"
730,other_useful_information,Pretty cool. Jawbone Up data shows how many people woke up during Sundays Napa earthquake 
731,infrastructure_and_utilities_damage, News24lHOT Ã¢â¬Â¢ 
732,other_useful_information,Forbes China Rich Listers Winery In Napa Valley Avoids Earthquake Damage Qinghua Huzhu Barle... 
733,other_useful_information, Slate Just how many people were shaken awake by the Napa earthquake? 
734,sympathy_and_emotional_support,"We are grateful to report we suffered no damage to our winery or offices, and aside from ""reorganized"" homes, everyone is safe. napaquake"
735,sympathy_and_emotional_support,So sorry for those who suffered injuries and loss.  Earthquake Strikes Napa Valley; Wine Spectator 
736,infrastructure_and_utilities_damage," Y7News 4PM The state of emergency in force in Californias Napa Valley, after an earthquake caused widespread damage 7arvo "
737,donation_needs_or_offers_or_volunteering_services," TheRedDogInn BUY NAPA VALLEY WINE! Ã°Å¸ÂÂ·Wineries lost a lot in the earthquake. Buying will help them rebuild. Great idea, RichardGrenell!"
738,infrastructure_and_utilities_damage,Napa County tallies quake wine damage ~$38 million - all types of resources needed  
739,other_useful_information,Menlo Park-based USGS issues update on the West Napa earthquake that ... - InMenlo 
740,injured_or_dead_people,JEMS Over 100 Injured in California Earthquake EMSNEWS
741,other_useful_information," romenesko John Oliver, the great explainer * Earthquake damage doesnt stop Napa Valley paper * ""No angel"" story predicted. "
742,other_useful_information, AskMenDispatch Scientists are using fitness monitors to measure the effects of the Napa earthquake 
743,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
744,sympathy_and_emotional_support,"First thoughts to anyone injured of course, but havok wreaked in Napa and Sonoma is sad news "
745,other_useful_information,Ã¢â¢Â¦ 291 earthquake Ã¢â¢Â¦ earthquake Ã¢â¢Â¦ State of Emergency Declared After California Earthquake... 
746,other_useful_information,UAV footage of the damage from the 6.0 quake that hit Napa Valley earlier this week 
747,caution_and_advice,"USGS reports a M0.87 earthquake 10km WNW of Big Bear Lake, California on 8/26/14  61220 UTC "
748,infrastructure_and_utilities_damage,[Bay Area Biz Talk
749,other_useful_information,Ã¢â¬â¹SEO Jawbone Up data reveals 2014 South Napa earthquake kept many people up all night 
750,injured_or_dead_people,California earthquake 6.0 magnitude quake leaves three critically injured Two adults and one child seriously... 
751,infrastructure_and_utilities_damage,"Officials in Napa, California, say they are still assessing the damage caused by yesterdays earthquake. "
752,other_useful_information,Dime_Miloko Biggest Quake in 25 Years Spurs N. Calif. State of Emergency Northern California was shaken awake this morning by its s...
753,not_related_or_irrelevant,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets 
754,other_useful_information, washingtonpost Photos Powerful earthquake shakes Northern California 
755,other_useful_information,"USGS reports a M1.05 earthquake 15km ENE of Coachella, California on 8/25/14  182347 UTC "
756,other_useful_information,(weiipepo) Full Episode  GMA 8/24 Northern California Hit By 6.0 Magnitude Earthquake Famous ... 
757,infrastructure_and_utilities_damage,Battered Napa Takes Stock of Napa Quake Damage 
758,injured_or_dead_people,"3 people critically injured after California quake NAPA, Calif. (AP) -- A large earthquake ... "
759,infrastructure_and_utilities_damage, Logan_Dion Typical CaliforniaÃ¢Ëâ¬Ã¯Â¸Â skating the earthquake fault linesÃ°Å¸Ëâ 
760,sympathy_and_emotional_support, JINWOOniverse Caught news about the floods in Busan and earthquake in California. Lets pray for everyones safety!Ã°Å¸â¢Â
761,other_useful_information,lmswageer Renewed Calls for Early-Warning System After Quake California quake leads to renewed call... 
